Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column22;Column23;Column24;Column25;Column26;Column27;Column28;Column29;Column30;Column31;Column32;Column33;Column34;Column35;Column36;Column37;Column38;Column39;Column40;Column41;Column42;Column43;Column44;Column45;Column46
10856.06586;0;0;7792.347597;7792.347597;7792.347597;7792.347597;0;7792.347597;1098.266336;1098.266336;7792.347597;1098.266336;1098.266336;0;7792.347597;1098.266336;0;7792.347597;0;1098.266336;0;1098.266336;7792.347597;0;0;7792.347597;1098.266336;7792.347597;1098.266336;0;7792.347597;7792.347597;7792.347597;0;0;7792.347597;7792.347597;1098.266336;7792.347597;7792.347597;0;7792.347597;7792.347597;1098.266336;1098.266336
10856.06586;0;0;7792.347597;7792.347597;7792.347597;7792.347597;0;7792.347597;1098.266336;1098.266336;7792.347597;1098.266336;1098.266336;0;7792.347597;1098.266336;0;7792.347597;0;1098.266336;0;1098.266336;7792.347597;0;0;7792.347597;1098.266336;7792.347597;1098.266336;0;7792.347597;7792.347597;7792.347597;0;0;7792.347597;7792.347597;1098.266336;7792.347597;7792.347597;0;7792.347597;7792.347597;1098.266336;1098.266336
2922.943784;7410.117597;7410.117597;0;0;0;0;7410.117597;0;8096.605261;8096.605261;0;8096.605261;8096.605261;7410.117597;0;8096.605261;7410.117597;0;7410.117597;8096.605261;7410.117597;8096.605261;0;7410.117597;7410.117597;0;8096.605261;0;8096.605261;7410.117597;0;0;0;7410.117597;7410.117597;0;0;8096.605261;0;0;7410.117597;0;0;8096.605261;8096.605261
9872.718523;974.4833356;974.4833356;8278.634261;8278.634261;8278.634261;8278.634261;974.4833356;8278.634261;0;0;8278.634261;0;0;974.4833356;8278.634261;0;974.4833356;8278.634261;974.4833356;0;974.4833356;0;8278.634261;974.4833356;974.4833356;8278.634261;0;8278.634261;0;974.4833356;8278.634261;8278.634261;8278.634261;974.4833356;974.4833356;8278.634261;8278.634261;0;8278.634261;8278.634261;974.4833356;8278.634261;8278.634261;0;0
2922.943784;7410.117597;7410.117597;0;0;0;0;7410.117597;0;8096.605261;8096.605261;0;8096.605261;8096.605261;7410.117597;0;8096.605261;7410.117597;0;7410.117597;8096.605261;7410.117597;8096.605261;0;7410.117597;7410.117597;0;8096.605261;0;8096.605261;7410.117597;0;0;0;7410.117597;7410.117597;0;0;8096.605261;0;0;7410.117597;0;0;8096.605261;8096.605261
9872.718523;974.4833356;974.4833356;8278.634261;8278.634261;8278.634261;8278.634261;974.4833356;8278.634261;0;0;8278.634261;0;0;974.4833356;8278.634261;0;974.4833356;8278.634261;974.4833356;0;974.4833356;0;8278.634261;974.4833356;974.4833356;8278.634261;0;8278.634261;0;974.4833356;8278.634261;8278.634261;8278.634261;974.4833356;974.4833356;8278.634261;8278.634261;0;8278.634261;8278.634261;974.4833356;8278.634261;8278.634261;0;0
10856.06586;0;0;7792.347597;7792.347597;7792.347597;7792.347597;0;7792.347597;1098.266336;1098.266336;7792.347597;1098.266336;1098.266336;0;7792.347597;1098.266336;0;7792.347597;0;1098.266336;0;1098.266336;7792.347597;0;0;7792.347597;1098.266336;7792.347597;1098.266336;0;7792.347597;7792.347597;7792.347597;0;0;7792.347597;7792.347597;1098.266336;7792.347597;7792.347597;0;7792.347597;7792.347597;1098.266336;1098.266336
2922.943784;7410.117597;7410.117597;0;0;0;0;7410.117597;0;8096.605261;8096.605261;0;8096.605261;8096.605261;7410.117597;0;8096.605261;7410.117597;0;7410.117597;8096.605261;7410.117597;8096.605261;0;7410.117597;7410.117597;0;8096.605261;0;8096.605261;7410.117597;0;0;0;7410.117597;7410.117597;0;0;8096.605261;0;0;7410.117597;0;0;8096.605261;8096.605261
2922.943784;7410.117597;7410.117597;0;0;0;0;7410.117597;0;8096.605261;8096.605261;0;8096.605261;8096.605261;7410.117597;0;8096.605261;7410.117597;0;7410.117597;8096.605261;7410.117597;8096.605261;0;7410.117597;7410.117597;0;8096.605261;0;8096.605261;7410.117597;0;0;0;7410.117597;7410.117597;0;0;8096.605261;0;0;7410.117597;0;0;8096.605261;8096.605261
2922.943784;7410.117597;7410.117597;0;0;0;0;7410.117597;0;8096.605261;8096.605261;0;8096.605261;8096.605261;7410.117597;0;8096.605261;7410.117597;0;7410.117597;8096.605261;7410.117597;8096.605261;0;7410.117597;7410.117597;0;8096.605261;0;8096.605261;7410.117597;0;0;0;7410.117597;7410.117597;0;0;8096.605261;0;0;7410.117597;0;0;8096.605261;8096.605261
10856.06586;0;0;7792.347597;7792.347597;7792.347597;7792.347597;0;7792.347597;1098.266336;1098.266336;7792.347597;1098.266336;1098.266336;0;7792.347597;1098.266336;0;7792.347597;0;1098.266336;0;1098.266336;7792.347597;0;0;7792.347597;1098.266336;7792.347597;1098.266336;0;7792.347597;7792.347597;7792.347597;0;0;7792.347597;7792.347597;1098.266336;7792.347597;7792.347597;0;7792.347597;7792.347597;1098.266336;1098.266336
10856.06586;0;0;7792.347597;7792.347597;7792.347597;7792.347597;0;7792.347597;1098.266336;1098.266336;7792.347597;1098.266336;1098.266336;0;7792.347597;1098.266336;0;7792.347597;0;1098.266336;0;1098.266336;7792.347597;0;0;7792.347597;1098.266336;7792.347597;1098.266336;0;7792.347597;7792.347597;7792.347597;0;0;7792.347597;7792.347597;1098.266336;7792.347597;7792.347597;0;7792.347597;7792.347597;1098.266336;1098.266336
2922.943784;7410.117597;7410.117597;0;0;0;0;7410.117597;0;8096.605261;8096.605261;0;8096.605261;8096.605261;7410.117597;0;8096.605261;7410.117597;0;7410.117597;8096.605261;7410.117597;8096.605261;0;7410.117597;7410.117597;0;8096.605261;0;8096.605261;7410.117597;0;0;0;7410.117597;7410.117597;0;0;8096.605261;0;0;7410.117597;0;0;8096.605261;8096.605261
2922.943784;7410.117597;7410.117597;0;0;0;0;7410.117597;0;8096.605261;8096.605261;0;8096.605261;8096.605261;7410.117597;0;8096.605261;7410.117597;0;7410.117597;8096.605261;7410.117597;8096.605261;0;7410.117597;7410.117597;0;8096.605261;0;8096.605261;7410.117597;0;0;0;7410.117597;7410.117597;0;0;8096.605261;0;0;7410.117597;0;0;8096.605261;8096.605261
9872.718523;974.4833356;974.4833356;8278.634261;8278.634261;8278.634261;8278.634261;974.4833356;8278.634261;0;0;8278.634261;0;0;974.4833356;8278.634261;0;974.4833356;8278.634261;974.4833356;0;974.4833356;0;8278.634261;974.4833356;974.4833356;8278.634261;0;8278.634261;0;974.4833356;8278.634261;8278.634261;8278.634261;974.4833356;974.4833356;8278.634261;8278.634261;0;8278.634261;8278.634261;974.4833356;8278.634261;8278.634261;0;0
2922.943784;7410.117597;7410.117597;0;0;0;0;7410.117597;0;8096.605261;8096.605261;0;8096.605261;8096.605261;7410.117597;0;8096.605261;7410.117597;0;7410.117597;8096.605261;7410.117597;8096.605261;0;7410.117597;7410.117597;0;8096.605261;0;8096.605261;7410.117597;0;0;0;7410.117597;7410.117597;0;0;8096.605261;0;0;7410.117597;0;0;8096.605261;8096.605261
2922.943784;7410.117597;7410.117597;0;0;0;0;7410.117597;0;8096.605261;8096.605261;0;8096.605261;8096.605261;7410.117597;0;8096.605261;7410.117597;0;7410.117597;8096.605261;7410.117597;8096.605261;0;7410.117597;7410.117597;0;8096.605261;0;8096.605261;7410.117597;0;0;0;7410.117597;7410.117597;0;0;8096.605261;0;0;7410.117597;0;0;8096.605261;8096.605261
10856.06586;0;0;7792.347597;7792.347597;7792.347597;7792.347597;0;7792.347597;1098.266336;1098.266336;7792.347597;1098.266336;1098.266336;0;7792.347597;1098.266336;0;7792.347597;0;1098.266336;0;1098.266336;7792.347597;0;0;7792.347597;1098.266336;7792.347597;1098.266336;0;7792.347597;7792.347597;7792.347597;0;0;7792.347597;7792.347597;1098.266336;7792.347597;7792.347597;0;7792.347597;7792.347597;1098.266336;1098.266336
2922.943784;7410.117597;7410.117597;0;0;0;0;7410.117597;0;8096.605261;8096.605261;0;8096.605261;8096.605261;7410.117597;0;8096.605261;7410.117597;0;7410.117597;8096.605261;7410.117597;8096.605261;0;7410.117597;7410.117597;0;8096.605261;0;8096.605261;7410.117597;0;0;0;7410.117597;7410.117597;0;0;8096.605261;0;0;7410.117597;0;0;8096.605261;8096.605261
2922.943784;7410.117597;7410.117597;0;0;0;0;7410.117597;0;8096.605261;8096.605261;0;8096.605261;8096.605261;7410.117597;0;8096.605261;7410.117597;0;7410.117597;8096.605261;7410.117597;8096.605261;0;7410.117597;7410.117597;0;8096.605261;0;8096.605261;7410.117597;0;0;0;7410.117597;7410.117597;0;0;8096.605261;0;0;7410.117597;0;0;8096.605261;8096.605261
9872.718523;974.4833356;974.4833356;8278.634261;8278.634261;8278.634261;8278.634261;974.4833356;8278.634261;0;0;8278.634261;0;0;974.4833356;8278.634261;0;974.4833356;8278.634261;974.4833356;0;974.4833356;0;8278.634261;974.4833356;974.4833356;8278.634261;0;8278.634261;0;974.4833356;8278.634261;8278.634261;8278.634261;974.4833356;974.4833356;8278.634261;8278.634261;0;8278.634261;8278.634261;974.4833356;8278.634261;8278.634261;0;0
9872.718523;974.4833356;974.4833356;8278.634261;8278.634261;8278.634261;8278.634261;974.4833356;8278.634261;0;0;8278.634261;0;0;974.4833356;8278.634261;0;974.4833356;8278.634261;974.4833356;0;974.4833356;0;8278.634261;974.4833356;974.4833356;8278.634261;0;8278.634261;0;974.4833356;8278.634261;8278.634261;8278.634261;974.4833356;974.4833356;8278.634261;8278.634261;0;8278.634261;8278.634261;974.4833356;8278.634261;8278.634261;0;0
